Timestamp,Lamp Status,Lamp Brightness,Movement,Light (Lux)
2025-06-14 19:05:14,1,4,0,790.00
2025-06-14 19:05:31,1,4,1,783.00
2025-06-14 19:05:33,1,4,0,794.00
2025-06-14 19:05:33,1,4,1,772.00
2025-06-14 19:05:34,1,4,0,776.00
2025-06-14 19:05:55,1,4,1,801.00
2025-06-14 19:06:09,1,4,1,2147483648.00
2025-06-14 19:06:09,1,4,1,2147483648.00
2025-06-14 19:06:09,1,4,1,165.00
2025-06-14 19:06:10,1,4,1,102.00
2025-06-14 19:06:10,1,4,1,198.00
2025-06-14 19:06:10,1,4,1,2147483648.00
2025-06-14 19:06:11,1,4,1,2147483648.00
2025-06-14 19:06:11,1,4,1,2147483648.00
2025-06-14 19:06:11,1,4,1,2147483648.00
2025-06-14 19:06:12,1,4,0,2147483648.00
2025-06-14 19:06:12,1,4,0,2147483648.00
2025-06-14 19:06:13,1,4,0,2147483648.00
2025-06-14 19:06:13,1,4,1,2147483648.00
2025-06-14 19:06:16,1,4,1,2147483648.00
2025-06-14 19:06:16,1,4,0,2147483648.00
2025-06-14 19:06:17,1,3,0,2147483648.00
2025-06-14 19:06:18,1,2,1,2147483648.00
2025-06-14 19:06:18,1,1,0,2147483648.00
2025-06-14 19:06:19,1,0,0,2147483648.00
2025-06-14 19:06:19,1,0,1,2147483648.00
2025-06-14 19:06:20,1,0,1,593.00
2025-06-14 19:06:20,1,0,0,2147483648.00
2025-06-14 19:06:21,1,0,1,2147483648.00
2025-06-14 19:06:21,1,0,1,2147483648.00
2025-06-14 19:06:22,1,0,1,2147483648.00
2025-06-14 19:06:22,1,0,0,2147483648.00
2025-06-14 19:06:22,1,0,1,2147483648.00
2025-06-14 19:06:23,1,0,0,2147483648.00
2025-06-14 19:06:23,1,0,0,2147483648.00
2025-06-14 19:06:24,1,0,1,266.00
2025-06-14 19:06:24,1,0,0,294.00
2025-06-14 19:06:24,1,0,1,2147483648.00
2025-06-14 19:06:25,1,0,1,2147483648.00
2025-06-14 19:06:25,1,0,1,2147483648.00
2025-06-14 19:08:16,1,0,1,2147483648.00
2025-06-14 19:09:24,1,0,1,2147483648.00
2025-06-14 19:11:41,1,0,0,1754.00
2025-06-14 19:11:42,1,0,1,836.00
2025-06-14 19:11:43,1,0,1,1095.00
